LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME_OF_PROD,VALUE_PROD,Flag Codes
SLV,OILPROD,TOT,KTOE,A,2001,0,
SLV,OILPROD,TOT,KTOE,A,2002,0,
SLV,OILPROD,TOT,KTOE,A,2003,0,
SLV,OILPROD,TOT,KTOE,A,2004,0,
SLV,OILPROD,TOT,KTOE,A,2005,0,
SLV,OILPROD,TOT,KTOE,A,2006,0,
SLV,OILPROD,TOT,KTOE,A,2007,0,
SLV,OILPROD,TOT,KTOE,A,2008,0,
SLV,OILPROD,TOT,KTOE,A,2009,0,
SLV,OILPROD,TOT,KTOE,A,2010,0,
SLV,OILPROD,TOT,KTOE,A,2011,0,
SLV,OILPROD,TOT,KTOE,A,2012,0,
SLV,OILPROD,TOT,KTOE,A,2013,0,
SLV,OILPROD,TOT,KTOE,A,2014,0,
SLV,OILPROD,TOT,KTOE,A,2015,0,
SLV,OILPROD,TOT,KTOE,A,2016,0,
SLV,OILPROD,TOT,KTOE,A,2017,0,
ERI,OILPROD,TOT,KTOE,A,2000,0,
ERI,OILPROD,TOT,KTOE,A,2001,0,
ERI,OILPROD,TOT,KTOE,A,2002,0,
ERI,OILPROD,TOT,KTOE,A,2003,0,
ERI,OILPROD,TOT,KTOE,A,2004,0,
ERI,OILPROD,TOT,KTOE,A,2005,0,
ERI,OILPROD,TOT,KTOE,A,2006,0,
ERI,OILPROD,TOT,KTOE,A,2007,0,
ERI,OILPROD,TOT,KTOE,A,2008,0,
ERI,OILPROD,TOT,KTOE,A,2009,0,
ERI,OILPROD,TOT,KTOE,A,2010,0,
ERI,OILPROD,TOT,KTOE,A,2011,0,
ERI,OILPROD,TOT,KTOE,A,2012,0,
ERI,OILPROD,TOT,KTOE,A,2013,0,
ERI,OILPROD,TOT,KTOE,A,2014,0,
ERI,OILPROD,TOT,KTOE,A,2015,0,
ERI,OILPROD,TOT,KTOE,A,2016,0,
ERI,OILPROD,TOT,KTOE,A,2017,0,
GAB,OILPROD,TOT,KTOE,A,2000,13538.501,
GAB,OILPROD,TOT,KTOE,A,2001,13303.341,
GAB,OILPROD,TOT,KTOE,A,2002,12758.707,
GAB,OILPROD,TOT,KTOE,A,2003,13731.923,
GAB,OILPROD,TOT,KTOE,A,2004,13723.779,
GAB,OILPROD,TOT,KTOE,A,2005,13533.411,
GAB,OILPROD,TOT,KTOE,A,2006,12130.595,
GAB,OILPROD,TOT,KTOE,A,2007,12335.215,
GAB,OILPROD,TOT,KTOE,A,2008,12041.01,
GAB,OILPROD,TOT,KTOE,A,2009,12017.596,
GAB,OILPROD,TOT,KTOE,A,2010,12641.636,
GAB,OILPROD,TOT,KTOE,A,2011,12265.99,
GAB,OILPROD,TOT,KTOE,A,2012,11764.112,
GAB,OILPROD,TOT,KTOE,A,2013,11201.153,
GAB,OILPROD,TOT,KTOE,A,2014,11162.468,
GAB,OILPROD,TOT,KTOE,A,2015,11710.157,
GAB,OILPROD,TOT,KTOE,A,2016,11570.69,
GAB,OILPROD,TOT,KTOE,A,2017,10194.342,
GTM,OILPROD,TOT,KTOE,A,2000,1145.816,
GTM,OILPROD,TOT,KTOE,A,2001,1165.082,
GTM,OILPROD,TOT,KTOE,A,2002,1362.811,
GTM,OILPROD,TOT,KTOE,A,2003,1365.853,
GTM,OILPROD,TOT,KTOE,A,2004,1117.424,
GTM,OILPROD,TOT,KTOE,A,2005,1018.052,
GTM,OILPROD,TOT,KTOE,A,2006,884.205,
GTM,OILPROD,TOT,KTOE,A,2007,837.561,
GTM,OILPROD,TOT,KTOE,A,2008,773.679,
GTM,OILPROD,TOT,KTOE,A,2009,746.301,
GTM,OILPROD,TOT,KTOE,A,2010,660.112,
GTM,OILPROD,TOT,KTOE,A,2011,604.342,
GTM,OILPROD,TOT,KTOE,A,2012,587.104,
GTM,OILPROD,TOT,KTOE,A,2013,551.614,
GTM,OILPROD,TOT,KTOE,A,2014,573.922,
GTM,OILPROD,TOT,KTOE,A,2015,554.656,
GTM,OILPROD,TOT,KTOE,A,2016,496.858,
GTM,OILPROD,TOT,KTOE,A,2017,532.348,
HND,OILPROD,TOT,KTOE,A,2000,0,
HND,OILPROD,TOT,KTOE,A,2001,0,
HND,OILPROD,TOT,KTOE,A,2002,0,
HND,OILPROD,TOT,KTOE,A,2003,0,
HND,OILPROD,TOT,KTOE,A,2004,0,
HND,OILPROD,TOT,KTOE,A,2005,0,
HND,OILPROD,TOT,KTOE,A,2006,0,
HND,OILPROD,TOT,KTOE,A,2007,0,
HND,OILPROD,TOT,KTOE,A,2008,0,
HND,OILPROD,TOT,KTOE,A,2009,0,
HND,OILPROD,TOT,KTOE,A,2010,0,
HND,OILPROD,TOT,KTOE,A,2011,0,
HND,OILPROD,TOT,KTOE,A,2012,0,
HND,OILPROD,TOT,KTOE,A,2013,0,
HND,OILPROD,TOT,KTOE,A,2014,0,
HND,OILPROD,TOT,KTOE,A,2015,0,
HND,OILPROD,TOT,KTOE,A,2016,0,
HND,OILPROD,TOT,KTOE,A,2017,0,
IRQ,OILPROD,TOT,KTOE,A,2000,131614.176,
IRQ,OILPROD,TOT,KTOE,A,2001,130468.415,
IRQ,OILPROD,TOT,KTOE,A,2002,112364.368,
IRQ,OILPROD,TOT,KTOE,A,2003,78361.866,
IRQ,OILPROD,TOT,KTOE,A,2004,102709.286,
IRQ,OILPROD,TOT,KTOE,A,2005,94832.18,
IRQ,OILPROD,TOT,KTOE,A,2006,98617.283,
IRQ,OILPROD,TOT,KTOE,A,2007,102606.986,
IRQ,OILPROD,TOT,KTOE,A,2008,114106.539,
IRQ,OILPROD,TOT,KTOE,A,2009,118062.483,
IRQ,OILPROD,TOT,KTOE,A,2010,118539.202,
IRQ,OILPROD,TOT,KTOE,A,2011,133578.337,
IRQ,OILPROD,TOT,KTOE,A,2012,148234.871,
IRQ,OILPROD,TOT,KTOE,A,2013,149705.946,
IRQ,OILPROD,TOT,KTOE,A,2014,156422.969,
IRQ,OILPROD,TOT,KTOE,A,2015,175842.595,
IRQ,OILPROD,TOT,KTOE,A,2016,225406.986,
IRQ,OILPROD,TOT,KTOE,A,2017,228213.078,
JAM,OILPROD,TOT,KTOE,A,2000,0,
JAM,OILPROD,TOT,KTOE,A,2001,0,
JAM,OILPROD,TOT,KTOE,A,2002,0,
JAM,OILPROD,TOT,KTOE,A,2003,0,
JAM,OILPROD,TOT,KTOE,A,2004,0,
JAM,OILPROD,TOT,KTOE,A,2005,0,
JAM,OILPROD,TOT,KTOE,A,2006,0,
JAM,OILPROD,TOT,KTOE,A,2007,0,
JAM,OILPROD,TOT,KTOE,A,2008,0,
JAM,OILPROD,TOT,KTOE,A,2009,0,
JAM,OILPROD,TOT,KTOE,A,2010,0,
JAM,OILPROD,TOT,KTOE,A,2011,0,
JAM,OILPROD,TOT,KTOE,A,2012,0,
JAM,OILPROD,TOT,KTOE,A,2013,0,
JAM,OILPROD,TOT,KTOE,A,2014,0,
JAM,OILPROD,TOT,KTOE,A,2015,0,
JAM,OILPROD,TOT,KTOE,A,2016,0,
JAM,OILPROD,TOT,KTOE,A,2017,0,
JOR,OILPROD,TOT,KTOE,A,2000,2.04,
JOR,OILPROD,TOT,KTOE,A,2001,2.04,
JOR,OILPROD,TOT,KTOE,A,2002,1.02,
JOR,OILPROD,TOT,KTOE,A,2003,1.02,
JOR,OILPROD,TOT,KTOE,A,2004,1.02,
JOR,OILPROD,TOT,KTOE,A,2005,1.02,
JOR,OILPROD,TOT,KTOE,A,2006,1.02,
JOR,OILPROD,TOT,KTOE,A,2007,1.02,
JOR,OILPROD,TOT,KTOE,A,2008,2.04,
JOR,OILPROD,TOT,KTOE,A,2009,1.02,
JOR,OILPROD,TOT,KTOE,A,2010,1.02,
JOR,OILPROD,TOT,KTOE,A,2011,1.02,
JOR,OILPROD,TOT,KTOE,A,2012,1.02,
JOR,OILPROD,TOT,KTOE,A,2013,1.02,
JOR,OILPROD,TOT,KTOE,A,2014,1.02,
JOR,OILPROD,TOT,KTOE,A,2015,0,
JOR,OILPROD,TOT,KTOE,A,2016,0,
JOR,OILPROD,TOT,KTOE,A,2017,0,
KEN,OILPROD,TOT,KTOE,A,2000,0,
KEN,OILPROD,TOT,KTOE,A,2001,0,
KEN,OILPROD,TOT,KTOE,A,2002,0,
KEN,OILPROD,TOT,KTOE,A,2003,0,
KEN,OILPROD,TOT,KTOE,A,2004,0,
KEN,OILPROD,TOT,KTOE,A,2005,0,
KEN,OILPROD,TOT,KTOE,A,2006,0,
KEN,OILPROD,TOT,KTOE,A,2007,0,
KEN,OILPROD,TOT,KTOE,A,2008,0,
KEN,OILPROD,TOT,KTOE,A,2009,0,
KEN,OILPROD,TOT,KTOE,A,2010,0,
KEN,OILPROD,TOT,KTOE,A,2011,0,
KEN,OILPROD,TOT,KTOE,A,2012,0,
KEN,OILPROD,TOT,KTOE,A,2013,0,
KEN,OILPROD,TOT,KTOE,A,2014,0,
KEN,OILPROD,TOT,KTOE,A,2015,0,
KEN,OILPROD,TOT,KTOE,A,2016,0,
KEN,OILPROD,TOT,KTOE,A,2017,0,
KWT,OILPROD,TOT,KTOE,A,2000,102491.302,
KWT,OILPROD,TOT,KTOE,A,2001,100283.528,
KWT,OILPROD,TOT,KTOE,A,2002,89922.333,
KWT,OILPROD,TOT,KTOE,A,2003,108553.79,
KWT,OILPROD,TOT,KTOE,A,2004,118202.767,
KWT,OILPROD,TOT,KTOE,A,2005,132542.629,
KWT,OILPROD,TOT,KTOE,A,2006,136207.351,
KWT,OILPROD,TOT,KTOE,A,2007,132603.589,
KWT,OILPROD,TOT,KTOE,A,2008,138207.86,
KWT,OILPROD,TOT,KTOE,A,2009,116485.723,
KWT,OILPROD,TOT,KTOE,A,2010,119087.706,
KWT,OILPROD,TOT,KTOE,A,2011,136937.857,
KWT,OILPROD,TOT,KTOE,A,2012,153734.413,
KWT,OILPROD,TOT,KTOE,A,2013,150480.156,
KWT,OILPROD,TOT,KTOE,A,2014,147644.493,
KWT,OILPROD,TOT,KTOE,A,2015,147238.092,
KWT,OILPROD,TOT,KTOE,A,2016,152154.529,
KWT,OILPROD,TOT,KTOE,A,2017,142816.448,
KGZ,OILPROD,TOT,KTOE,A,2000,77.384,
KGZ,OILPROD,TOT,KTOE,A,2001,76.379,
KGZ,OILPROD,TOT,KTOE,A,2002,76.379,
KGZ,OILPROD,TOT,KTOE,A,2003,70.349,
KGZ,OILPROD,TOT,KTOE,A,2004,74.369,
KGZ,OILPROD,TOT,KTOE,A,2005,78.389,
KGZ,OILPROD,TOT,KTOE,A,2006,71.354,
KGZ,OILPROD,TOT,KTOE,A,2007,69.344,
KGZ,OILPROD,TOT,KTOE,A,2008,71.354,
KGZ,OILPROD,TOT,KTOE,A,2009,77.384,
KGZ,OILPROD,TOT,KTOE,A,2010,83.414,
KGZ,OILPROD,TOT,KTOE,A,2011,77.384,
KGZ,OILPROD,TOT,KTOE,A,2012,79.394,
KGZ,OILPROD,TOT,KTOE,A,2013,84.419,
KGZ,OILPROD,TOT,KTOE,A,2014,82.409,
KGZ,OILPROD,TOT,KTOE,A,2015,107.534,
KGZ,OILPROD,TOT,KTOE,A,2016,145.724,
KGZ,OILPROD,TOT,KTOE,A,2017,145.724,
LBN,OILPROD,TOT,KTOE,A,2000,0,
LBN,OILPROD,TOT,KTOE,A,2001,0,
LBN,OILPROD,TOT,KTOE,A,2002,0,
LBN,OILPROD,TOT,KTOE,A,2003,0,
LBN,OILPROD,TOT,KTOE,A,2004,0,
LBN,OILPROD,TOT,KTOE,A,2005,0,
LBN,OILPROD,TOT,KTOE,A,2006,0,
LBN,OILPROD,TOT,KTOE,A,2007,0,
LBN,OILPROD,TOT,KTOE,A,2008,0,
LBN,OILPROD,TOT,KTOE,A,2009,0,
LBN,OILPROD,TOT,KTOE,A,2010,0,
LBN,OILPROD,TOT,KTOE,A,2011,0,
LBN,OILPROD,TOT,KTOE,A,2012,0,
LBN,OILPROD,TOT,KTOE,A,2013,0,
LBN,OILPROD,TOT,KTOE,A,2014,0,
LBN,OILPROD,TOT,KTOE,A,2015,0,
LBN,OILPROD,TOT,KTOE,A,2016,0,
LBN,OILPROD,TOT,KTOE,A,2017,0,
LBY,OILPROD,TOT,KTOE,A,2000,66804.646,
LBY,OILPROD,TOT,KTOE,A,2001,65449.019,
LBY,OILPROD,TOT,KTOE,A,2002,65079.303,
LBY,OILPROD,TOT,KTOE,A,2003,70816.067,
LBY,OILPROD,TOT,KTOE,A,2004,80113.404,
LBY,OILPROD,TOT,KTOE,A,2005,83730.461,
LBY,OILPROD,TOT,KTOE,A,2006,87090.771,
LBY,OILPROD,TOT,KTOE,A,2007,88580.933,
LBY,OILPROD,TOT,KTOE,A,2008,87199.632,
LBY,OILPROD,TOT,KTOE,A,2009,80275.668,
LBY,OILPROD,TOT,KTOE,A,2010,83459.336,
LBY,OILPROD,TOT,KTOE,A,2011,24197.929,
LBY,OILPROD,TOT,KTOE,A,2012,71902.622,
LBY,OILPROD,TOT,KTOE,A,2013,49398.199,
LBY,OILPROD,TOT,KTOE,A,2014,23736.81,
LBY,OILPROD,TOT,KTOE,A,2015,19861.979,
LBY,OILPROD,TOT,KTOE,A,2016,18684.022,
LBY,OILPROD,TOT,KTOE,A,2017,39518.559,
MNG,OILPROD,TOT,KTOE,A,2000,9.063,
MNG,OILPROD,TOT,KTOE,A,2001,10.07,
MNG,OILPROD,TOT,KTOE,A,2002,19.133,
MNG,OILPROD,TOT,KTOE,A,2003,25.175,
MNG,OILPROD,TOT,KTOE,A,2004,30.21,
MNG,OILPROD,TOT,KTOE,A,2005,27.189,
MNG,OILPROD,TOT,KTOE,A,2006,52.364,
MNG,OILPROD,TOT,KTOE,A,2007,116.812,
MNG,OILPROD,TOT,KTOE,A,2008,162.127,
MNG,OILPROD,TOT,KTOE,A,2009,257.792,
MNG,OILPROD,TOT,KTOE,A,2010,301.092,
MNG,OILPROD,TOT,KTOE,A,2011,351.442,
MNG,OILPROD,TOT,KTOE,A,2012,501.485,
MNG,OILPROD,TOT,KTOE,A,2013,707.92,
MNG,OILPROD,TOT,KTOE,A,2014,1021.096,
MNG,OILPROD,TOT,KTOE,A,2015,1209.405,
MNG,OILPROD,TOT,KTOE,A,2016,1137.908,
MNG,OILPROD,TOT,KTOE,A,2017,1051.306,
MAR,OILPROD,TOT,KTOE,A,2000,12.09,
MAR,OILPROD,TOT,KTOE,A,2001,9.3,
MAR,OILPROD,TOT,KTOE,A,2002,12.09,
MAR,OILPROD,TOT,KTOE,A,2003,9.3,
MAR,OILPROD,TOT,KTOE,A,2004,10.23,
MAR,OILPROD,TOT,KTOE,A,2005,6.51,
MAR,OILPROD,TOT,KTOE,A,2006,9.3,
MAR,OILPROD,TOT,KTOE,A,2007,10.23,
MAR,OILPROD,TOT,KTOE,A,2008,8.37,
MAR,OILPROD,TOT,KTOE,A,2009,7.44,
MAR,OILPROD,TOT,KTOE,A,2010,9.3,
MAR,OILPROD,TOT,KTOE,A,2011,9.3,
MAR,OILPROD,TOT,KTOE,A,2012,6.51,
MAR,OILPROD,TOT,KTOE,A,2013,7.44,
MAR,OILPROD,TOT,KTOE,A,2014,4.65,
MAR,OILPROD,TOT,KTOE,A,2015,4.65,
MAR,OILPROD,TOT,KTOE,A,2016,4.65,
MAR,OILPROD,TOT,KTOE,A,2017,4.65,
MMR,OILPROD,TOT,KTOE,A,2000,563.025,
MMR,OILPROD,TOT,KTOE,A,2001,658.88,
MMR,OILPROD,TOT,KTOE,A,2002,869.762,
MMR,OILPROD,TOT,KTOE,A,2003,975.707,
MMR,OILPROD,TOT,KTOE,A,2004,989.833,
MMR,OILPROD,TOT,KTOE,A,2005,1124.031,
MMR,OILPROD,TOT,KTOE,A,2006,1058.446,
MMR,OILPROD,TOT,KTOE,A,2007,1055.419,
MMR,OILPROD,TOT,KTOE,A,2008,1001.941,
MMR,OILPROD,TOT,KTOE,A,2009,959.563,
MMR,OILPROD,TOT,KTOE,A,2010,927.275,
MMR,OILPROD,TOT,KTOE,A,2011,863.708,
MMR,OILPROD,TOT,KTOE,A,2012,828.393,
MMR,OILPROD,TOT,KTOE,A,2013,858.663,
MMR,OILPROD,TOT,KTOE,A,2014,763.816,
MMR,OILPROD,TOT,KTOE,A,2015,563.025,
MMR,OILPROD,TOT,KTOE,A,2016,594.304,
MMR,OILPROD,TOT,KTOE,A,2017,594.304,
NAM,OILPROD,TOT,KTOE,A,2000,0,
NAM,OILPROD,TOT,KTOE,A,2001,0,
NAM,OILPROD,TOT,KTOE,A,2002,0,
NAM,OILPROD,TOT,KTOE,A,2003,0,
NAM,OILPROD,TOT,KTOE,A,2004,0,
NAM,OILPROD,TOT,KTOE,A,2005,0,
NAM,OILPROD,TOT,KTOE,A,2006,0,
NAM,OILPROD,TOT,KTOE,A,2007,0,
NAM,OILPROD,TOT,KTOE,A,2008,0,
NAM,OILPROD,TOT,KTOE,A,2009,0,
NAM,OILPROD,TOT,KTOE,A,2010,0,
NAM,OILPROD,TOT,KTOE,A,2011,0,
NAM,OILPROD,TOT,KTOE,A,2012,0,
NAM,OILPROD,TOT,KTOE,A,2013,0,
NAM,OILPROD,TOT,KTOE,A,2014,0,
NAM,OILPROD,TOT,KTOE,A,2015,0,
NAM,OILPROD,TOT,KTOE,A,2016,0,
NAM,OILPROD,TOT,KTOE,A,2017,0,
NPL,OILPROD,TOT,KTOE,A,2000,0,
NPL,OILPROD,TOT,KTOE,A,2001,0,
NPL,OILPROD,TOT,KTOE,A,2002,0,
NPL,OILPROD,TOT,KTOE,A,2003,0,
NPL,OILPROD,TOT,KTOE,A,2004,0,
NPL,OILPROD,TOT,KTOE,A,2005,0,
NPL,OILPROD,TOT,KTOE,A,2006,0,
NPL,OILPROD,TOT,KTOE,A,2007,0,
NPL,OILPROD,TOT,KTOE,A,2008,0,
NPL,OILPROD,TOT,KTOE,A,2009,0,
NPL,OILPROD,TOT,KTOE,A,2010,0,
NPL,OILPROD,TOT,KTOE,A,2011,0,
NPL,OILPROD,TOT,KTOE,A,2012,0,
NPL,OILPROD,TOT,KTOE,A,2013,0,
NPL,OILPROD,TOT,KTOE,A,2014,0,
NPL,OILPROD,TOT,KTOE,A,2015,0,
NPL,OILPROD,TOT,KTOE,A,2016,0,
NPL,OILPROD,TOT,KTOE,A,2017,0,
NIC,OILPROD,TOT,KTOE,A,2000,0,
NIC,OILPROD,TOT,KTOE,A,2001,0,
NIC,OILPROD,TOT,KTOE,A,2002,0,
NIC,OILPROD,TOT,KTOE,A,2003,0,
NIC,OILPROD,TOT,KTOE,A,2004,0,
NIC,OILPROD,TOT,KTOE,A,2005,0,
NIC,OILPROD,TOT,KTOE,A,2006,0,
NIC,OILPROD,TOT,KTOE,A,2007,0,
NIC,OILPROD,TOT,KTOE,A,2008,0,
NIC,OILPROD,TOT,KTOE,A,2009,0,
NIC,OILPROD,TOT,KTOE,A,2010,0,
NIC,OILPROD,TOT,KTOE,A,2011,0,
NIC,OILPROD,TOT,KTOE,A,2012,0,
NIC,OILPROD,TOT,KTOE,A,2013,0,
NIC,OILPROD,TOT,KTOE,A,2014,0,
NIC,OILPROD,TOT,KTOE,A,2015,0,
NIC,OILPROD,TOT,KTOE,A,2016,0,
NIC,OILPROD,TOT,KTOE,A,2017,0,
NER,OILPROD,TOT,KTOE,A,2000,0,
NER,OILPROD,TOT,KTOE,A,2001,0,
NER,OILPROD,TOT,KTOE,A,2002,0,
NER,OILPROD,TOT,KTOE,A,2003,0,
NER,OILPROD,TOT,KTOE,A,2004,0,
NER,OILPROD,TOT,KTOE,A,2005,0,
NER,OILPROD,TOT,KTOE,A,2006,0,
NER,OILPROD,TOT,KTOE,A,2007,0,
NER,OILPROD,TOT,KTOE,A,2008,0,
NER,OILPROD,TOT,KTOE,A,2009,0,
NER,OILPROD,TOT,KTOE,A,2010,0,
NER,OILPROD,TOT,KTOE,A,2011,93.651,
NER,OILPROD,TOT,KTOE,A,2012,640.451,
NER,OILPROD,TOT,KTOE,A,2013,882.13,
NER,OILPROD,TOT,KTOE,A,2014,849.906,
NER,OILPROD,TOT,KTOE,A,2015,746.186,
NER,OILPROD,TOT,KTOE,A,2016,741.151,
NER,OILPROD,TOT,KTOE,A,2017,828.76,
OMN,OILPROD,TOT,KTOE,A,2000,51219.888,
OMN,OILPROD,TOT,KTOE,A,2001,51131.149,
OMN,OILPROD,TOT,KTOE,A,2002,47995.695,
OMN,OILPROD,TOT,KTOE,A,2003,43833.11,
OMN,OILPROD,TOT,KTOE,A,2004,41825.767,
OMN,OILPROD,TOT,KTOE,A,2005,41444.291,
OMN,OILPROD,TOT,KTOE,A,2006,39451.227,
OMN,OILPROD,TOT,KTOE,A,2007,37985.5,
OMN,OILPROD,TOT,KTOE,A,2008,37860.041,
OMN,OILPROD,TOT,KTOE,A,2009,40498.759,
OMN,OILPROD,TOT,KTOE,A,2010,43080.357,
OMN,OILPROD,TOT,KTOE,A,2011,44104.428,
OMN,OILPROD,TOT,KTOE,A,2012,45967.952,
OMN,OILPROD,TOT,KTOE,A,2013,47070.563,
OMN,OILPROD,TOT,KTOE,A,2014,47215.402,
OMN,OILPROD,TOT,KTOE,A,2015,49027.927,
OMN,OILPROD,TOT,KTOE,A,2016,50396.755,
OMN,OILPROD,TOT,KTOE,A,2017,48740.289,
PAN,OILPROD,TOT,KTOE,A,2000,0,
PAN,OILPROD,TOT,KTOE,A,2001,0,
PAN,OILPROD,TOT,KTOE,A,2002,0,
PAN,OILPROD,TOT,KTOE,A,2003,0,
PAN,OILPROD,TOT,KTOE,A,2004,0,
PAN,OILPROD,TOT,KTOE,A,2005,0,
PAN,OILPROD,TOT,KTOE,A,2006,0,
PAN,OILPROD,TOT,KTOE,A,2007,0,
PAN,OILPROD,TOT,KTOE,A,2008,0,
PAN,OILPROD,TOT,KTOE,A,2009,0,
PAN,OILPROD,TOT,KTOE,A,2010,0,
PAN,OILPROD,TOT,KTOE,A,2011,0,
PAN,OILPROD,TOT,KTOE,A,2012,0,
PAN,OILPROD,TOT,KTOE,A,2013,0,
PAN,OILPROD,TOT,KTOE,A,2014,0,
PAN,OILPROD,TOT,KTOE,A,2015,0,
PAN,OILPROD,TOT,KTOE,A,2016,0,
PAN,OILPROD,TOT,KTOE,A,2017,0,
QAT,OILPROD,TOT,KTOE,A,2000,31548.54,
QAT,OILPROD,TOT,KTOE,A,2001,32600.192,
QAT,OILPROD,TOT,KTOE,A,2002,34120.838,
QAT,OILPROD,TOT,KTOE,A,2003,33133.698,
QAT,OILPROD,TOT,KTOE,A,2004,37743.764,
QAT,OILPROD,TOT,KTOE,A,2005,38083.733,
QAT,OILPROD,TOT,KTOE,A,2006,40642.719,
QAT,OILPROD,TOT,KTOE,A,2007,39470.235,
QAT,OILPROD,TOT,KTOE,A,2008,42114.213,
QAT,OILPROD,TOT,KTOE,A,2009,36533.391,
QAT,OILPROD,TOT,KTOE,A,2010,36539.535,
QAT,OILPROD,TOT,KTOE,A,2011,36548.751,
QAT,OILPROD,TOT,KTOE,A,2012,36656.272,
QAT,OILPROD,TOT,KTOE,A,2013,36071.565,
QAT,OILPROD,TOT,KTOE,A,2014,35336.33,
QAT,OILPROD,TOT,KTOE,A,2015,32681.088,
QAT,OILPROD,TOT,KTOE,A,2016,32561.28,
QAT,OILPROD,TOT,KTOE,A,2017,30507.128,
SEN,OILPROD,TOT,KTOE,A,2000,0,
SEN,OILPROD,TOT,KTOE,A,2001,0,
SEN,OILPROD,TOT,KTOE,A,2002,0,
SEN,OILPROD,TOT,KTOE,A,2003,0,
SEN,OILPROD,TOT,KTOE,A,2004,0,
SEN,OILPROD,TOT,KTOE,A,2005,0,
SEN,OILPROD,TOT,KTOE,A,2006,0,
SEN,OILPROD,TOT,KTOE,A,2007,0,
SEN,OILPROD,TOT,KTOE,A,2008,0,
SEN,OILPROD,TOT,KTOE,A,2009,0,
SEN,OILPROD,TOT,KTOE,A,2010,0,
SEN,OILPROD,TOT,KTOE,A,2011,0,
SEN,OILPROD,TOT,KTOE,A,2012,0,
SEN,OILPROD,TOT,KTOE,A,2013,0,
SEN,OILPROD,TOT,KTOE,A,2014,0,
SEN,OILPROD,TOT,KTOE,A,2015,0,
SEN,OILPROD,TOT,KTOE,A,2016,0,
SEN,OILPROD,TOT,KTOE,A,2017,0,
LKA,OILPROD,TOT,KTOE,A,2000,0,
LKA,OILPROD,TOT,KTOE,A,2001,0,
LKA,OILPROD,TOT,KTOE,A,2002,0,
LKA,OILPROD,TOT,KTOE,A,2003,0,
LKA,OILPROD,TOT,KTOE,A,2004,0,
LKA,OILPROD,TOT,KTOE,A,2005,0,
LKA,OILPROD,TOT,KTOE,A,2006,0,
LKA,OILPROD,TOT,KTOE,A,2007,0,
LKA,OILPROD,TOT,KTOE,A,2008,0,
LKA,OILPROD,TOT,KTOE,A,2009,0,
LKA,OILPROD,TOT,KTOE,A,2010,0,
LKA,OILPROD,TOT,KTOE,A,2011,0,
LKA,OILPROD,TOT,KTOE,A,2012,0,
LKA,OILPROD,TOT,KTOE,A,2013,0,
LKA,OILPROD,TOT,KTOE,A,2014,0,
LKA,OILPROD,TOT,KTOE,A,2015,0,
LKA,OILPROD,TOT,KTOE,A,2016,0,
LKA,OILPROD,TOT,KTOE,A,2017,0,
SYR,OILPROD,TOT,KTOE,A,2000,27447.044,
SYR,OILPROD,TOT,KTOE,A,2001,29075.514,
SYR,OILPROD,TOT,KTOE,A,2002,31374.648,
SYR,OILPROD,TOT,KTOE,A,2003,30240.14,
SYR,OILPROD,TOT,KTOE,A,2004,22278.51,
SYR,OILPROD,TOT,KTOE,A,2005,20754.455,
SYR,OILPROD,TOT,KTOE,A,2006,19417.142,
SYR,OILPROD,TOT,KTOE,A,2007,18553.712,
SYR,OILPROD,TOT,KTOE,A,2008,18721.378,
SYR,OILPROD,TOT,KTOE,A,2009,18398.093,
SYR,OILPROD,TOT,KTOE,A,2010,19863.917,
SYR,OILPROD,TOT,KTOE,A,2011,18104.929,
SYR,OILPROD,TOT,KTOE,A,2012,8285.919,
SYR,OILPROD,TOT,KTOE,A,2013,2554.147,
SYR,OILPROD,TOT,KTOE,A,2014,1305.185,
SYR,OILPROD,TOT,KTOE,A,2015,1078.284,
SYR,OILPROD,TOT,KTOE,A,2016,1021.057,
SYR,OILPROD,TOT,KTOE,A,2017,1021.057,
TJK,OILPROD,TOT,KTOE,A,2000,18.09,
TJK,OILPROD,TOT,KTOE,A,2001,16.08,
TJK,OILPROD,TOT,KTOE,A,2002,16.08,
TJK,OILPROD,TOT,KTOE,A,2003,16.08,
TJK,OILPROD,TOT,KTOE,A,2004,19.095,
TJK,OILPROD,TOT,KTOE,A,2005,22.11,
TJK,OILPROD,TOT,KTOE,A,2006,24.12,
TJK,OILPROD,TOT,KTOE,A,2007,26.13,
TJK,OILPROD,TOT,KTOE,A,2008,26.13,
TJK,OILPROD,TOT,KTOE,A,2009,26.13,
TJK,OILPROD,TOT,KTOE,A,2010,27.135,
TJK,OILPROD,TOT,KTOE,A,2011,28.14,
TJK,OILPROD,TOT,KTOE,A,2012,30.15,
TJK,OILPROD,TOT,KTOE,A,2013,27.135,
TJK,OILPROD,TOT,KTOE,A,2014,25.125,
TJK,OILPROD,TOT,KTOE,A,2015,25.125,
TJK,OILPROD,TOT,KTOE,A,2016,25.125,
TJK,OILPROD,TOT,KTOE,A,2017,25.125,
TGO,OILPROD,TOT,KTOE,A,2000,0,
TGO,OILPROD,TOT,KTOE,A,2001,0,
TGO,OILPROD,TOT,KTOE,A,2002,0,
TGO,OILPROD,TOT,KTOE,A,2003,0,
TGO,OILPROD,TOT,KTOE,A,2004,0,
TGO,OILPROD,TOT,KTOE,A,2005,0,
TGO,OILPROD,TOT,KTOE,A,2006,0,
